eng,zh-cn,zh-tw,Source,Duplicated
You are attacking a Prince of Donghai military force!,你正在攻击一支东海王的军队！,您正在攻擊東海王的部隊！,Vanilla,False
You are attacking a Prince of Donglai Separatists military force!,你正在攻击一支东莱王叛党的军队！,您正在攻擊東萊王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Donglai military force!,你正在攻击一支东莱王的军队！,您正在攻擊東萊王的部隊！,Vanilla,False
You are attacking a Prince of Dongping Separatists military force!,你正在攻击一支东平王叛党的军队！,您正在攻擊東平王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Dongping military force!,你正在攻击一支东平王的军队！,您正在攻擊東平王的部隊！,Vanilla,False
You are attacking a Prince of Fanyang Separatists military force!,你正在攻击一支范阳王叛党的军队！,您正在攻擊范陽王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Fanyang military force!,你正在攻击一支范阳王的军队！,您正在攻擊范陽王的部隊！,Vanilla,False
You are attacking a Prince of Fuling Separatists military force!,你正在攻击一支涪陵王叛党的军队！,您正在攻擊涪陵王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Fuling military force!,你正在攻击一支涪陵王的军队！,您正在攻擊涪陵王的部隊！,Vanilla,False
You are attacking a Prince of Gaoliang Separatists military force!,你正在攻击一支高凉王叛党的军队！,您正在攻擊高涼王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Gaoliang military force!,你正在攻击一支高凉王的军队！,您正在攻擊高涼王的部隊！,Vanilla,False
You are attacking a Prince of Gaoliu Separatists military force!,你正在攻击一支代王叛党的军队！,您正在攻擊代王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Gaoliu military force!,你正在攻击一支代王的军队！,您正在攻擊代王的部隊！,Vanilla,False
You are attacking a Prince of Gaoyang Separatists military force!,你正在攻击一支高阳王叛党的军队！,您正在攻擊高陽王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Gaoyang military force!,你正在攻击一支高阳王的军队！,您正在攻擊高陽王的部隊！,Vanilla,False
You are attacking a Prince of Han Separatists military force!,你正在攻击一支汉王叛党的军队！,您正在攻擊漢王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Han military force!,你正在攻击一支汉王的军队！,您正在攻擊漢王的部隊！,Vanilla,False
You are attacking a Prince of Hefei Separatists military force!,你正在攻击一支庐江王叛党的军队！,您正在攻擊廬江王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Hefei military force!,你正在攻击一支庐江王的军队！,您正在攻擊廬江王的部隊！,Vanilla,False
You are attacking a Prince of Hejian Separatists military force!,你正在攻击一支河间王叛党的军队！,您正在攻擊河間王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Hejian military force!,你正在攻击一支河间王的军队！,您正在攻擊河間王的部隊！,Vanilla,False
You are attacking a Prince of Henei Separatists military force!,你正在攻击一支河内王叛党的军队！,您正在攻擊河內王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Henei military force!,你正在攻击一支河内王的军队！,您正在攻擊河內王的部隊！,Vanilla,False
You are attacking a Prince of Hepu Separatists military force!,你正在攻击一支合浦王叛党的军队！,您正在攻擊合浦王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Hepu military force!,你正在攻击一支合浦王的军队！,您正在攻擊合浦王的部隊！,Vanilla,False
You are attacking a Prince of Huainan Separatists military force!,你正在攻击一支淮南王叛党的军队！,您正在攻擊淮南王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Huainan military force!,你正在攻击一支淮南王的军队！,您正在攻擊淮南王的部隊！,Vanilla,False
You are attacking a Prince of Jiangling Separatists military force!,你正在攻击一支江陵王叛党的军队！,您正在攻擊江陵王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Jiangling military force!,你正在攻击一支江陵王的军队！,您正在攻擊江陵王的部隊！,Vanilla,False
You are attacking a Prince of Jiangxia Separatists military force!,你正在攻击一支江夏王叛党的军队！,您正在攻擊江夏王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Jiangxia military force!,你正在攻击一支江夏王的军队！,您正在攻擊江夏王的部隊！,Vanilla,False
You are attacking a Prince of Jiangyang Separatists military force!,你正在攻击一支江阳王叛党的军队！,您正在攻擊江陽王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Jiangyang military force!,你正在攻击一支江阳王的军队！,您正在攻擊江陽王的部隊！,Vanilla,False
You are attacking a Prince of Jiangzhou Separatists military force!,你正在攻击一支巴王叛党的军队！,您正在攻擊巴王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Jiangzhou military force!,你正在攻击一支巴王的军队！,您正在攻擊巴王的部隊！,Vanilla,False
You are attacking a Prince of Jian’an Separatists military force!,你正在攻击一支建安王叛党的军队！,您正在攻擊建安王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Jian’an military force!,你正在攻击一支建安王的军队！,您正在攻擊建安王的部隊！,Vanilla,False
You are attacking a Prince of Jiaozhi Separatists military force!,你正在攻击一支交趾王叛党的军队！,您正在攻擊交趾王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Jiaozhi military force!,你正在攻击一支交趾王的军队！,您正在攻擊交趾王的部隊！,Vanilla,False
You are attacking a Prince of Jincheng Separatists military force!,你正在攻击一支金城王叛党的军队！,您正在攻擊金城王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Jincheng military force!,你正在攻击一支金城王的军队！,您正在攻擊金城王的部隊！,Vanilla,False
You are attacking a Prince of Kuaiji Separatists military force!,你正在攻击一支会稽王叛党的军队！,您正在攻擊會稽王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Kuaiji military force!,你正在攻击一支会稽王的军队！,您正在攻擊會稽王的部隊！,Vanilla,False
You are attacking a Prince of Langye Separatists military force!,你正在攻击一支琅琊王的军队！,您正在攻擊琅邪王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Langyeang military force!,你正在攻击一支琅琊王叛党的军队！,您正在攻擊琅邪王的部隊！,Vanilla,False
You are attacking a Prince of Lean Separatists military force!,你正在攻击一支乐安王叛党的军队！,您正在攻擊樂安王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Lean military force!,你正在攻击一支乐安王的军队！,您正在攻擊樂安王的部隊！,Vanilla,False
You are attacking a Prince of Liang Separatists military force!,你正在攻击一支梁王叛党的军队！,您正在攻擊梁王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Liang military force!,你正在攻击一支梁王的军队！,您正在攻擊梁王的部隊！,Vanilla,False
You are attacking a Prince of Liaoxi Separatists military force!,你正在攻击一支辽西王叛党的军队！,您正在攻擊遼西王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Liaoxi military force!,你正在攻击一支辽西王的军队！,您正在攻擊遼西王的部隊！,Vanilla,False
You are attacking a Prince of Lingling Separatists military force!,你正在攻击一支零陵王叛党的军队！,您正在攻擊零陵王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Lingling military force!,你正在攻击一支零陵王的军队！,您正在攻擊零陵王的部隊！,Vanilla,False
You are attacking a Prince of Longxi Separatists military force!,你正在攻击一支陇西王叛党的军队！,您正在攻擊隴西王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Longxi military force!,你正在攻击一支陇西王的军队！,您正在攻擊隴西王的部隊！,Vanilla,False
You are attacking a Prince of Luling Separatists military force!,你正在攻击一支庐陵王叛党的军队！,您正在攻擊廬陵王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Luling military force!,你正在攻击一支庐陵王的军队！,您正在攻擊廬陵王的部隊！,Vanilla,False
You are attacking a Prince of Nanhai Separatists military force!,你正在攻击一支南海王王叛党的军队！,您正在攻擊南海王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Nanhai military force!,你正在攻击一支南海王的军队！,您正在攻擊南海王的部隊！,Vanilla,False
You are attacking a Prince of Nanyang Separatists military force!,你正在攻击一支南阳王叛党的军队！,您正在攻擊南陽王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Nanyang military force!,你正在攻击一支南阳王的军队！,您正在攻擊南陽王的部隊！,Vanilla,False
You are attacking a Prince of Pengcheng Separatists military force!,你正在攻击一支彭城王叛党的军队！,您正在攻擊彭城王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Pengcheng military force!,你正在攻击一支彭城王的军队！,您正在攻擊彭城王的部隊！,Vanilla,False
You are attacking a Prince of Piling Separatists military force!,你正在攻击一支毗陵王叛党的军队！,您正在攻擊毗陵王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Piling military force!,你正在攻击一支毗陵王的军队！,您正在攻擊毗陵王的部隊！,Vanilla,False
You are attacking a Prince of Pingyuan Separatists military force!,你正在攻击一支平原王叛党的军队！,您正在攻擊平原王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Pingyuan military force!,你正在攻击一支平原王的军队！,您正在攻擊平原王的部隊！,Vanilla,False
You are attacking a Prince of Poyang Separatists military force!,你正在攻击一支鄱阳王叛党的军队！,您正在攻擊鄱陽王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Poyang military force!,你正在攻击一支鄱阳王的军队！,您正在攻擊鄱陽王的部隊！,Vanilla,False
You are attacking a Prince of Qi Separatists military force!,你正在攻击一支齐王叛党的军队！,您正在攻擊齊王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Qi military force!,你正在攻击一支齐王的军队！,您正在攻擊齊王的部隊！,Vanilla,False
You are attacking a Prince of Qiao Separatists military force!,你正在攻击一支谯王叛党的军队！,您正在攻擊譙王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Qiao military force!,你正在攻击一支谯王的军队！,您正在攻擊譙王的部隊！,Vanilla,False
You are attacking a Prince of Qin Separatists military force!,你正在攻击一支秦王叛党的军队！,您正在攻擊秦王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Qin military force!,你正在攻击一支秦王的军队！,您正在攻擊秦王的部隊！,Vanilla,False
You are attacking a Prince of Qinghe Separatists military force!,你正在攻击一支清河王叛党的军队！,您正在攻擊清河王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Qinghe military force!,你正在攻击一支清河王的军队！,您正在攻擊清河王的部隊！,Vanilla,False
You are attacking a Prince of Rencheng Separatists military force!,你正在攻击一支任城王叛党的军队！,您正在攻擊任城王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Rencheng military force!,你正在攻击一支任城王的军队！,您正在攻擊任城王的部隊！,Vanilla,False
You are attacking a Prince of Ru'nan Separatists military force!,你正在攻击一支汝南王叛党的军队！,您正在攻擊汝南王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Ru'nan military force!,你正在攻击一支汝南王的军队！,您正在攻擊汝南王的部隊！,Vanilla,False
You are attacking a Prince of Shouchun Separatists military force!,你正在攻击一支扬州王叛党的军队！,您正在攻擊揚州王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Shouchun military force!,你正在攻击一支扬州王的军队！,您正在攻擊揚州王的部隊！,Vanilla,False
You are attacking a Prince of Shunyang Separatists military force!,你正在攻击一支顺阳王叛党的军队！,您正在攻擊順陽王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Shunyang military force!,你正在攻击一支顺阳王的军队！,您正在攻擊順陽王的部隊！,Vanilla,False
You are attacking a Prince of Taiyuan Separatists military force!,你正在攻击一支太原王叛党的军队！,您正在攻擊太原王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Taiyuan military force!,你正在攻击一支太原王的军队！,您正在攻擊太原王的部隊！,Vanilla,False
You are attacking a Prince of Tong’an Separatists military force!,你正在攻击一支同安王叛党的军队！,您正在攻擊同安王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Tong’an military force!,你正在攻击一支同安王的军队！,您正在攻擊同安王的部隊！,Vanilla,False
You are attacking a Prince of Wu Separatists military force!,你正在攻击一支吴王叛党的军队！,您正在攻擊吳王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Wu military force!,你正在攻击一支吴王的军队！,您正在攻擊吳王的部隊！,Vanilla,False
You are attacking a Prince of Wuling Separatists military force!,你正在攻击一支武陵王叛党的军队！,您正在攻擊武陵王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Wuling military force!,你正在攻击一支武陵王的军队！,您正在攻擊武陵王的部隊！,Vanilla,False
You are attacking a Prince of Xiabian Separatists military force!,你正在攻击一支武都王叛党的军队！,您正在攻擊武都王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Xiabian military force!,你正在攻击一支武都王的军队！,您正在攻擊武都王的部隊！,Vanilla,False
You are attacking a Prince of Xiapi Separatists military force!,你正在攻击一支下邳王叛党的军队！,您正在攻擊下邳王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Xiapi military force!,你正在攻击一支下邳王的军队！,您正在攻擊下邳王的部隊！,Vanilla,False
You are attacking a Prince of Xihe Separatists military force!,你正在攻击一支西河王叛党的军队！,您正在攻擊西河王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Xihe military force!,你正在攻击一支西河王的军队！,您正在攻擊西河王的部隊！,Vanilla,False
You are attacking a Prince of Xindu Separatists military force!,你正在攻击一支新都王叛党的军队！,您正在攻擊新都王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Xindu military force!,你正在攻击一支新都王的军队！,您正在攻擊新都王的部隊！,Vanilla,False
You are attacking a Prince of Xinye Separatists military force!,你正在攻击一支新野王叛党的军队！,您正在攻擊新野王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Xinye military force!,你正在攻击一支新野王的军队！,您正在攻擊新野王的部隊！,Vanilla,False
You are attacking a Prince of Yan Separatists military force!,你正在攻击一支燕王叛党的军队！,您正在攻擊燕王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Yan military force!,你正在攻击一支燕王的军队！,您正在攻擊燕王的部隊！,Vanilla,False
You are attacking a Prince of Yanmen Separatists military force!,你正在攻击一支雁门王叛党的军队！,您正在攻擊雁門王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Yanmen military force!,你正在攻击一支雁门王的军队！,您正在攻擊雁門王的部隊！,Vanilla,False
You are attacking a Prince of Ye Separatists military force!,你正在攻击一支邺王叛党的军队！,您正在攻擊鄴王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Ye military force!,你正在攻击一支邺王的军队！,您正在攻擊鄴王的部隊！,Vanilla,False
You are attacking a Prince of Yiyang Separatist military force!,你正在攻击一支义阳王叛党的军队！,您正在攻擊義陽王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Yiyang military force!,你正在攻击一支义阳王的军队！,您正在攻擊義陽王的部隊！,Vanilla,False
You are attacking a Prince of Yizhou Separatists military force!,你正在攻击一支益州王叛党的军队！,您正在攻擊益州王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Yizhou military force!,你正在攻击一支益州王的军队！,您正在攻擊益州王的部隊！,Vanilla,False
You are attacking a Prince of Yong'an Separatists military force!,你正在攻击一支巴东叛党的军队！,您正在攻擊巴東王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Yong'an military force!,你正在攻击一支巴东王的军队！,您正在攻擊巴東王的部隊！,Vanilla,False
You are attacking a Prince of Yuzhang Separatists military force!,你正在攻击一支豫章王叛党的军队！,您正在攻擊豫章王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Yuzhang military force!,你正在攻击一支豫章王的军队！,您正在攻擊豫章王的部隊！,Vanilla,False
You are attacking a Prince of Zangke Separatists military force!,你正在攻击一支牂牁王叛党的军队！,您正在攻擊牂牁王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Zangke military force!,你正在攻击一支牂牁王的军队！,您正在攻擊牂牁王的部隊！,Vanilla,False
You are attacking a Prince of Zhangwu Separatists military force!,你正在攻击一支章武王叛党的军队！,您正在攻擊章武王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Zhangwu military force!,你正在攻击一支章武王的军队！,您正在攻擊章武王的部隊！,Vanilla,False
You are attacking a Prince of Zhao Separatists military force!,你正在攻击一支赵王叛党的军队！,您正在攻擊趙王獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Zhao military force!,你正在攻击一支赵王的军队！,您正在攻擊趙王的部隊！,Vanilla,False
You are attacking a Prince of Zhongshan Separatists military force!,你正在攻击一支中山王叛党的军队！,您正在攻擊中山獨立勢力的部隊！,Vanilla,False
You are attacking a Prince of Zhongshan military force!,你正在攻击一支中山王的军队！,您正在攻擊中山王的部隊！,Vanilla,False
You are attacking a Puyang Commandery military force!,,,Vanilla,False
You are attacking a Puyang Separatist military force!,,,Vanilla,False
You are attacking a Qiao Mao Separatist military force!,,,Vanilla,False
You are attacking a Qiao Mao military force!,,,Vanilla,False
You are attacking a Runan Commandery Separatists force!,你正在攻击一支汝南豪强叛党的军队！,您正在攻擊汝南郡獨立勢力的部隊！,Vanilla,False
You are attacking a Runan Commandery force!,你正在攻击一支汝南豪强的军队！,您正在攻擊汝南郡的部隊！,Vanilla,False
You are attacking a Runan Commandery military force!,你正在攻击一支汝南豪强的军队！,您正在攻擊汝南郡的部隊！,Vanilla,False
You are attacking a Runan Separatists military force!,你正在攻击一支汝南叛党的军队！,您正在攻擊汝南獨立勢力的部隊！,Vanilla,False
You are attacking a Shamoke Separatists military force!,,,Vanilla,False
You are attacking a Shamoke military force!,,,Vanilla,False
You are attacking a Shangdang Commandery force!,你正在攻击一支上党豪强的军队！,您正在攻擊上黨郡的部隊！,Vanilla,False
You are attacking a Shangdang Commandery military force!,你正在攻击一支上党豪强的军队！,您正在攻擊上黨郡的部隊！,Vanilla,False
You are attacking a Shangdang Separatists force!,你正在攻击一支上党叛党的军队！,您正在攻擊上黨獨立勢力的部隊！,Vanilla,False
You are attacking a Shangdang Separatists military force!,你正在攻击一支上党叛党的军队！,您正在攻擊上黨獨立勢力的部隊！,Vanilla,False
You are attacking a Shangyong Commandery Separatists force!,你正在攻击一支上庸豪强叛党的军队！,您正在攻擊上庸郡獨立勢力的部隊！,Vanilla,False
You are attacking a Shangyong Commandery force!,你正在攻击一支上庸豪强的军队！,您正在攻擊上庸郡的部隊！,Vanilla,False
You are attacking a Shangyong Commandery military force!,你正在攻击一支上庸豪强的军队！,您正在攻擊上庸郡的部隊！,Vanilla,False
You are attacking a Shangyong Separatists military force!,你正在攻击一支上庸叛党的军队！,您正在攻擊上庸獨立勢力的部隊！,Vanilla,False
You are attacking a Shanyue Rebel military force!,,,Vanilla,False
You are attacking a Shanyue Separatist military force!,,,Vanilla,False
You are attacking a Shi Hui Separatist military force!,,,Vanilla,False
You are attacking a Shi Hui military force!,,,Vanilla,False
You are attacking a Shi Xie Separatist military force!,你正在攻击一支士燮叛党军的军队！,您正在攻擊士燮獨立勢力的部隊！,Vanilla,False
You are attacking a Shi Xie military force!,你正在攻击一支士燮军的军队！,您正在攻擊士燮軍的部隊！,Vanilla,False
You are attacking a Shouchun Commandery Separatists force!,你正在攻击一支扬州豪强叛党的军队！,您正在攻擊揚州郡獨立勢力的部隊！,Vanilla,False
You are attacking a Shouchun Commandery force!,你正在攻击一支扬州豪强的军队！,您正在攻擊揚州郡的部隊！,Vanilla,False
You are attacking a Shouchun Commandery military force!,你正在攻击一支扬州豪强的军队！,您正在攻擊揚州郡的部隊！,Vanilla,False
You are attacking a Shouchun Separatists military force!,你正在攻击一支扬州叛党的军队！,您正在攻擊揚州獨立勢力的部隊！,Vanilla,False
You are attacking a Shoufang Commandery military force!,你正在攻击一支朔方豪强的军队！,您正在攻擊朔方郡的部隊！,Vanilla,False
You are attacking a Shoufang Separatists military force!,你正在攻击一支朔方叛党的军队！,您正在攻擊朔方獨立勢力的部隊！,Vanilla,False
You are attacking a Shuofang Commandery force!,你正在攻击一支朔方豪强的军队！,您正在攻擊朔方郡的部隊！,Vanilla,False
You are attacking a Shuofang Separatists force!,你正在攻击一支朔方叛党的军队！,您正在攻擊朔方獨立勢力的部隊！,Vanilla,False
You are attacking a Sun Jian Separatist military force!,你正在攻击一支孙坚叛党军的军队！,您正在攻擊孫堅獨立勢力的部隊！,Vanilla,False
You are attacking a Sun Jian military force!,你正在攻击一支孙坚军的军队！,您正在攻擊孫堅軍的部隊！,Vanilla,False
You are attacking a Taishan Commandery Separatists force!,你正在攻击一支泰山豪强叛党的军队！,您正在攻擊泰山郡獨立勢力的部隊！,Vanilla,False
You are attacking a Taishan Commandery force!,你正在攻击一支泰山豪强的军队！,您正在攻擊泰山郡的部隊！,Vanilla,False
You are attacking a Taishan Commandery military force!,你正在攻击一支泰山豪强的军队！,您正在攻擊泰山郡的部隊！,Vanilla,False
You are attacking a Taishan Separatists military force!,你正在攻击一支泰山叛党的军队！,您正在攻擊泰山獨立勢力的部隊！,Vanilla,False
You are attacking a Taiyuan Commandery force!,你正在攻击一支太原豪强的军队！,您正在攻擊太原郡的部隊！,Vanilla,False
You are attacking a Taiyuan Commandery military force!,你正在攻击一支太原豪强的军队！,您正在攻擊太原郡的部隊！,Vanilla,False
You are attacking a Taiyuan Separatists force!,你正在攻击一支太原叛党的军队！,您正在攻擊太原獨立勢力的部隊！,Vanilla,False
You are attacking a Taiyuan Separatists military force!,你正在攻击一支太原叛党的军队！,您正在攻擊太原獨立勢力的部隊！,Vanilla,False
You are attacking a Tao Qian military force!,你正在攻击一支陶谦的军队！,您正在攻擊陶謙軍的部隊！,Vanilla,False
You are attacking a Tong'an Commandery Separatists force!,你正在攻击一支同安豪强叛党的军队！,您正在攻擊同安郡獨立勢力的部隊！,Vanilla,False
You are attacking a Tong'an Commandery force!,你正在攻击一支同安豪强的军队！,您正在攻擊同安郡的部隊！,Vanilla,False
You are attacking a Tongan Commandery military force!,你正在攻击一支同安豪强的军队！,您正在攻擊同安郡的部隊！,Vanilla,False
You are attacking a Tongan Separatists military force!,你正在攻击一支同安叛党的军队！,您正在攻擊同安郡獨立勢力的部隊！,Vanilla,False
You are attacking a Wang Kuang military force!,你正在攻击一支王匡的军队！,您正在攻擊王匡軍的部隊！,Vanilla,False
You are attacking a Wang Lang military force!,你正在攻击一支王朗的军队！,您正在攻擊王朗軍的部隊！,Vanilla,False
You are attacking a Wang Rui military force!,,,Vanilla,False
You are attacking a Wei Commandery military force!,,,Vanilla,False
You are attacking a Wei Separatist military force!,,,Vanilla,False
You are attacking a Weijun Commandery force!,你正在攻击一支魏郡豪强的军队！,您正在攻擊魏郡的部隊！,Vanilla,False
You are attacking a Weijun Commandery military force!,你正在攻击一支魏郡豪强的军队！,您正在攻擊魏郡的部隊！,Vanilla,False
You are attacking a Weijun Separatists force!,你正在攻击一支魏郡豪强叛党的军队！,您正在攻擊魏郡獨立勢力的部隊！,Vanilla,False
You are attacking a Weijun Separatists military force!,你正在攻击一支魏郡叛党的军队！,您正在攻擊魏郡獨立勢力的部隊！,Vanilla,False
You are attacking a Wuling Commandery force!,你正在攻击一支武陵豪强的军队！,您正在攻擊武陵郡的部隊！,Vanilla,False
You are attacking a Wuling Commandery military force!,你正在攻击一支武陵豪强的军队！,您正在攻擊武陵郡的部隊！,Vanilla,False
You are attacking a Wuling Separatists force!,你正在攻击一支武陵豪强叛党的军队！,您正在攻擊武陵獨立勢力的部隊！,Vanilla,False
You are attacking a Wuling Separatists military force!,你正在攻击一支武陵叛党的军队！,您正在攻擊武陵獨立勢力的部隊！,Vanilla,False
You are attacking a Wuwei Commandery Separatists force!,你正在攻击一支武威豪强叛党的军队！,您正在攻擊武威郡獨立勢力的部隊！,Vanilla,False
You are attacking a Wuwei Commandery force!,你正在攻击一支武威豪强的军队！,您正在攻擊武威郡的部隊！,Vanilla,False
You are attacking a Wuwei Commandery military force!,你正在攻击一支武威豪强的军队！,您正在攻擊武威郡的部隊！,Vanilla,False
You are attacking a Wuwei Separatists military force!,你正在攻击一支武威叛党的军队！,您正在攻擊武威獨立勢力的部隊！,Vanilla,False
You are attacking a Xiabian Commandery Separatists force!,你正在攻击一支武都豪强叛党的军队！,您正在攻擊武都郡獨立勢力的部隊！,Vanilla,False
You are attacking a Xiabian Commandery force!,你正在攻击一支武都豪强的军队！,您正在攻擊武都郡的部隊！,Vanilla,False
You are attacking a Xiabian Commandery military force!,你正在攻击一支武都豪强的军队！,您正在攻擊武都郡的部隊！,Vanilla,False
You are attacking a Xiabian Separatists military force!,你正在攻击一支武都叛党的军队！,您正在攻擊武都獨立勢力的部隊！,Vanilla,False
You are attacking a Xiangyang Commandery force!,你正在攻击一支襄阳豪强的军队！,您正在攻擊襄陽郡的部隊！,Vanilla,False
You are attacking a Xiangyang Commandery military force!,你正在攻击一支襄阳豪强的军队！,您正在攻擊襄陽郡的部隊！,Vanilla,False
You are attacking a Xiangyang Separatists force!,你正在攻击一支襄阳豪强叛党的军队！,您正在攻擊襄陽獨立勢力的部隊！,Vanilla,False
You are attacking a Xiangyang Separatists military force!,你正在攻击一支襄阳叛党的军队！,您正在攻擊襄陽獨立勢力的部隊！,Vanilla,False
You are attacking a Xihe Commandery Separatists force!,你正在攻击一支西河豪强叛党的军队！,您正在攻擊西河郡獨立勢力的部隊！,Vanilla,False
You are attacking a Xihe Commandery force!,你正在攻击一支西河豪强的军队！,您正在攻擊西河郡的部隊！,Vanilla,False
You are attacking a Xihe Commandery military force!,你正在攻击一支西河豪强的军队！,您正在攻擊西河郡的部隊！,Vanilla,False
You are attacking a Xihe Separatists military force!,你正在攻击一支西河叛党的军队！,您正在攻擊西河獨立勢力的部隊！,Vanilla,False
You are attacking a Xin Xuan Separatist military force!,,,Vanilla,False
You are attacking a Xin Xuan military force!,,,Vanilla,False
You are attacking a Xindu Commandery force!,你正在攻击一支新都豪强的军队！,您正在攻擊新都郡的部隊！,Vanilla,False
You are attacking a Xindu Commandery military force!,你正在攻击一支新都豪强的军队！,您正在攻擊新都郡的部隊！,Vanilla,False
You are attacking a Xindu Separatists force!,你正在攻击一支新都豪强叛党的军队！,您正在攻擊新都獨立勢力的部隊！,Vanilla,False
You are attacking a Xindu Separatists military force!,你正在攻击一支新都叛党的军队！,您正在攻擊新都獨立勢力的部隊！,Vanilla,False
You are attacking a Xuchang Commandery force!,你正在攻击一支颍川豪强的军队！,您正在攻擊潁川郡的部隊！,Vanilla,False
You are attacking a Xuchang Commandery military force!,你正在攻击一支颍川豪强的军队！,您正在攻擊潁川郡的部隊！,Vanilla,False
You are attacking a Xuchang Separatists force!,你正在攻击一支颍川豪强叛党的军队！,您正在攻擊潁川獨立勢力的部隊！,Vanilla,False
You are attacking a Xuchang Separatists military force!,你正在攻击一支颍川叛党的军队！,您正在攻擊潁川獨立勢力的部隊！,Vanilla,False
You are attacking a Yanmen Commandery force!,你正在攻击一支雁门豪强的军队！,您正在攻擊雁門郡的部隊！,Vanilla,False
You are attacking a Yanmen Commandery military force!,你正在攻击一支雁门豪强的军队！,您正在攻擊雁門郡的部隊！,Vanilla,False
You are attacking a Yanmen Separatists force!,你正在攻击一支雁门豪强叛党的军队！,您正在攻擊雁門獨立勢力的部隊！,Vanilla,False
You are attacking a Yanmen Separatists military force!,你正在攻击一支雁门叛党的军队！,您正在攻擊雁門獨立勢力的部隊！,Vanilla,False
You are attacking a Ye Commandery Separatists force!,你正在攻击一支邺豪强叛党的军队！,您正在攻擊鄴郡獨立勢力的部隊！,Vanilla,False
You are attacking a Ye Commandery force!,你正在攻击一支邺豪强的军队！,您正在攻擊鄴郡的部隊！,Vanilla,False
You are attacking a Ye Commandery military force!,你正在攻击一支邺豪强的军队！,您正在攻擊鄴郡的部隊！,Vanilla,False
You are attacking a Ye Separatists military force!,你正在攻击一支邺叛党的军队！,您正在攻擊鄴郡獨立勢力的部隊！,Vanilla,False
You are attacking a Yellow Turban Rebels military force!,你正在攻击一支黄巾叛军的军队！,您正在攻擊黃巾軍的部隊！,Vanilla,False
